proxy_id,province,year,city_n,eligible_city_count,treated_city_count_implied_source,treated_city_count_integer,treat_share_current,treat_share_recomputed_from_integer_count,difference,post,did_intensity_current,did_intensity_recomputed,did_intensity_difference,first_treat_year_province_level,ever_treated_province_level,aggregation_rule,threshold_rule,flag,flag_note,working_threshold_proxy_type,working_threshold_count,working_threshold_share,source_file,use_for_analysis,boundary_note
云南_2018,云南,2018,16.0,16.0,2.0,2.0,0.125,0.125,0.0,1,0.125,0.125,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.125,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
云南_2019,云南,2019,16.0,16.0,2.0,2.0,0.125,0.125,0.0,1,0.125,0.125,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.125,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
云南_2020,云南,2020,16.0,16.0,2.0,2.0,0.125,0.125,0.0,1,0.125,0.125,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.125,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
云南_2021,云南,2021,16.0,16.0,2.0,2.0,0.125,0.125,0.0,1,0.125,0.125,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.125,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2014,内蒙古,2014,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2015,内蒙古,2015,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2016,内蒙古,2016,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2017,内蒙古,2017,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2018,内蒙古,2018,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2019,内蒙古,2019,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2020,内蒙古,2020,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2021,内蒙古,2021,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
内蒙古_2022,内蒙古,2022,12.0,12.0,2.0,2.0,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,1,0.1666666666666666,0.1666666666666666,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,2.0,0.1666666666666666,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2014,北京,2014,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2015,北京,2015,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2016,北京,2016,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2017,北京,2017,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2018,北京,2018,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2019,北京,2019,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2020,北京,2020,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2021,北京,2021,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
北京_2022,北京,2022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,1.0,1.0,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2014,吉林,2014,8.0,8.0,3.0,3.0,0.375,0.375,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.375,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2015,吉林,2015,8.0,8.0,3.0,3.0,0.375,0.375,0.0,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.375,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2016,吉林,2016,8.0,8.0,3.0,3.0,0.375,0.375,0.0,1,0.375,0.375,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.375,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2017,吉林,2017,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2018,吉林,2018,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2019,吉林,2019,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2020,吉林,2020,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2021,吉林,2021,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
吉林_2022,吉林,2022,9.0,9.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1,0.3333333333333333,0.3333333333333333,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.3333333333333333,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2014,四川,2014,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2015,四川,2015,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,0,0.0,0.0,0.0,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2016,四川,2016,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2017,四川,2017,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2018,四川,2018,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2019,四川,2019,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2020,四川,2020,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
四川_2021,四川,2021,21.0,21.0,3.0,3.0,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,1,0.1428571428571428,0.1428571428571428,5.551115123125783e-17,2016.0,1,equal_city_count_implied_from_province_year_treat_share,not_available_no_threshold_table,OK,Derived from province-year reconstruction; original city names and threshold table are unavailable.,province_year_integer_coverage_count_from_audit,3.0,0.1428571428571428,C:\Users\陈楚玲\Desktop\ppp论文数据\codex项目\修改稿\v2修改建议\v2e修改建议\v2e_province_year_treat_share_audit_from_v2d.csv,True,Usable as v2e working threshold/audit proxy; not an original policy threshold table.
